"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 11:36:37 GMT 2022","Fri Jul 01 11:36:39 GMT 2022","2224","","EditDataTest","","EditDataTest","editDataTest","repetition 1 of 2","Megváltoztatjuk a profiloldalunkon az adatokat."
"passed","Fri Jul 01 11:36:18 GMT 2022","Fri Jul 01 11:36:20 GMT 2022","1873","","ListingDataTest","","ListingDataTest","listDataTest","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó."
"passed","Fri Jul 01 11:37:00 GMT 2022","Fri Jul 01 11:37:03 GMT 2022","2615","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyClosingTest","repetition 2 of 2","A felugró adatkezelési nyilatkozatot bezárjuk elfogadás nélkül"
"passed","Fri Jul 01 11:36:45 GMT 2022","Fri Jul 01 11:36:46 GMT 2022","992","","RegistrationTest","","RegistrationTest","registerTestFromDataSource","repetition 2 of 2","Sikeres regisztráció egy szöveges fájl sorozatos beolvasása segítségével"
"passed","Fri Jul 01 11:36:58 GMT 2022","Fri Jul 01 11:37:00 GMT 2022","2642","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyClosingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot bezárjuk elfogadás nélkül"
"passed","Fri Jul 01 11:36:49 GMT 2022","Fri Jul 01 11:36:51 GMT 2022","1643","","LoginTest","","LoginTest","loginTestFromDataSource","repetition 1 of 2","Sikeres bejelentkezés egy szöveges fájl sorozatos beolvasása segítségével."
"passed","Fri Jul 01 11:36:39 GMT 2022","Fri Jul 01 11:36:42 GMT 2022","2248","","EditDataTest","","EditDataTest","editDataTest","repetition 2 of 2","Megváltoztatjuk a profiloldalunkon az adatokat."
"passed","Fri Jul 01 11:36:15 GMT 2022","Fri Jul 01 11:36:16 GMT 2022","1904","","ListingDataTest","","ListingDataTest","listDataTestWithLowerCase","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó,ha kisbetűvel is írjuk."
"passed","Fri Jul 01 11:36:06 GMT 2022","Fri Jul 01 11:36:08 GMT 2022","2128","","DataDeletionTest","","DataDeletionTest","dataDeletionTest","repetition 1 of 2","Töröljük a profilunkat,ezáltal az összes adatunkat az oldalról."
"passed","Fri Jul 01 11:36:46 GMT 2022","Fri Jul 01 11:36:47 GMT 2022","1756","","LoginTest","","LoginTest","loginTest","repetition 1 of 2","Sikeres bejelentkezés tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:36:35 GMT 2022","Fri Jul 01 11:36:37 GMT 2022","1805","","LogoutTest","","LogoutTest","logoutTest","repetition 2 of 2","Kijelentkezünk a bejelentkezett oldalon."
"passed","Fri Jul 01 11:36:51 GMT 2022","Fri Jul 01 11:36:52 GMT 2022","1669","","LoginTest","","LoginTest","loginTestFromDataSource","repetition 2 of 2","Sikeres bejelentkezés egy szöveges fájl sorozatos beolvasása segítségével."
"passed","Fri Jul 01 11:36:08 GMT 2022","Fri Jul 01 11:36:10 GMT 2022","2161","","DataDeletionTest","","DataDeletionTest","dataDeletionTest","repetition 2 of 2","Töröljük a profilunkat,ezáltal az összes adatunkat az oldalról."
"passed","Fri Jul 01 11:36:44 GMT 2022","Fri Jul 01 11:36:45 GMT 2022","983","","RegistrationTest","","RegistrationTest","registerTestFromDataSource","repetition 1 of 2","Sikeres regisztráció egy szöveges fájl sorozatos beolvasása segítségével"
"passed","Fri Jul 01 11:36:33 GMT 2022","Fri Jul 01 11:36:35 GMT 2022","2038","","LogoutTest","","LogoutTest","logoutTest","repetition 1 of 2","Kijelentkezünk a bejelentkezett oldalon."
"passed","Fri Jul 01 11:36:16 GMT 2022","Fri Jul 01 11:36:18 GMT 2022","1899","","ListingDataTest","","ListingDataTest","listDataTestWithLowerCase","repetition 2 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó,ha kisbetűvel is írjuk."
