"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 05 10:31:46 GMT 2022","Tue Jul 05 10:31:48 GMT 2022","2589","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Tue Jul 05 10:31:38 GMT 2022","Tue Jul 05 10:31:39 GMT 2022","896","","RegistrationTest","","RegistrationTest","registerTest","repetition 2 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Tue Jul 05 10:31:43 GMT 2022","Tue Jul 05 10:31:44 GMT 2022","1368","","LoginTest","","LoginTest","loginTestFromDataSource","repetition 1 of 2","Sikeres bejelentkezés egy szöveges fájl sorozatos beolvasása segítségével."
"passed","Tue Jul 05 10:31:30 GMT 2022","Tue Jul 05 10:31:32 GMT 2022","1477","","LogoutTest","","LogoutTest","logoutTest","repetition 1 of 2","Kijelentkezünk a bejelentkezett oldalon."
"passed","Tue Jul 05 10:31:40 GMT 2022","Tue Jul 05 10:31:41 GMT 2022","1334","","LoginTest","","LoginTest","loginTest","repetition 1 of 2","Sikeres bejelentkezés tesztelése, manuális adat bevitellel"
"passed","Tue Jul 05 10:31:41 GMT 2022","Tue Jul 05 10:31:43 GMT 2022","1499","","LoginTest","","LoginTest","loginTest","repetition 2 of 2","Sikeres bejelentkezés tesztelése, manuális adat bevitellel"
"passed","Tue Jul 05 10:31:04 GMT 2022","Tue Jul 05 10:31:06 GMT 2022","1462","","ListingDataTest","","ListingDataTest","listDataTest","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó."
"passed","Tue Jul 05 10:31:01 GMT 2022","Tue Jul 05 10:31:03 GMT 2022","1495","","ListingDataTest","","ListingDataTest","listDataTestWithLowerCase","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó,ha kisbetűvel is írjuk."
"passed","Tue Jul 05 10:31:32 GMT 2022","Tue Jul 05 10:31:33 GMT 2022","1412","","LogoutTest","","LogoutTest","logoutTest","repetition 2 of 2","Kijelentkezünk a bejelentkezett oldalon."
"passed","Tue Jul 05 10:31:33 GMT 2022","Tue Jul 05 10:31:35 GMT 2022","1765","","EditDataTest","","EditDataTest","editDataTest","repetition 1 of 2","Megváltoztatjuk a profiloldalunkon az adatokat."
"passed","Tue Jul 05 10:31:37 GMT 2022","Tue Jul 05 10:31:38 GMT 2022","889","","RegistrationTest","","RegistrationTest","registerTest","repetition 1 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Tue Jul 05 10:31:07 GMT 2022","Tue Jul 05 10:31:19 GMT 2022","11569","","MultiPageListTest","","MultiPageListTest","paginationTest","repetition 1 of 2","Megszámoljuk hány blogbejegyzést tartalmaz az összes oldal."
"passed","Tue Jul 05 10:31:35 GMT 2022","Tue Jul 05 10:31:37 GMT 2022","1733","","EditDataTest","","EditDataTest","editDataTest","repetition 2 of 2","Megváltoztatjuk a profiloldalunkon az adatokat."
"passed","Tue Jul 05 10:31:19 GMT 2022","Tue Jul 05 10:31:30 GMT 2022","11419","","MultiPageListTest","","MultiPageListTest","paginationTest","repetition 2 of 2","Megszámoljuk hány blogbejegyzést tartalmaz az összes oldal."
"passed","Tue Jul 05 10:31:51 GMT 2022","Tue Jul 05 10:31:53 GMT 2022","2580","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyClosingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot bezárjuk elfogadás nélkül"
"passed","Tue Jul 05 10:31:39 GMT 2022","Tue Jul 05 10:31:40 GMT 2022","789","","RegistrationTest","","RegistrationTest","registerTestFromDataSource","repetition 2 of 2","Sikeres regisztráció egy szöveges fájl sorozatos beolvasása segítségével"
"passed","Tue Jul 05 10:30:35 GMT 2022","Tue Jul 05 10:30:45 GMT 2022","10292","","SaveDataTest","","SaveDataTest","saveDataTest","repetition 1 of 2","Lementjük egy txt. fájlba a menüpontok listáját."
"passed","Tue Jul 05 10:31:44 GMT 2022","Tue Jul 05 10:31:46 GMT 2022","1392","","LoginTest","","LoginTest","loginTestFromDataSource","repetition 2 of 2","Sikeres bejelentkezés egy szöveges fájl sorozatos beolvasása segítségével."
"passed","Tue Jul 05 10:31:00 GMT 2022","Tue Jul 05 10:31:01 GMT 2022","1457","","ListingDataTest","","ListingDataTest","listDataTestWithWrongData","repetition 2 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük, hogy egy random választott szó nem szerepel-e benne."
"passed","Tue Jul 05 10:31:53 GMT 2022","Tue Jul 05 10:31:56 GMT 2022","2582","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyClosingTest","repetition 2 of 2","A felugró adatkezelési nyilatkozatot bezárjuk elfogadás nélkül"
"passed","Tue Jul 05 10:30:55 GMT 2022","Tue Jul 05 10:30:57 GMT 2022","1705","","DataDeletionTest","","DataDeletionTest","dataDeletionTest","repetition 1 of 2","Töröljük a profilunkat,ezáltal az összes adatunkat az oldalról."
