"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 11:29:08 GMT 2022","Fri Jul 01 11:29:11 GMT 2022","2092","","EditDataTest","","EditDataTest","editDataTest","repetition 2 of 2","Megváltoztatjuk a profiloldalunkon az adatokat."
"passed","Fri Jul 01 11:29:16 GMT 2022","Fri Jul 01 11:29:17 GMT 2022","1622","","LoginTest","","LoginTest","loginTest","repetition 2 of 2","Sikeres bejelentkezés tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:29:19 GMT 2022","Fri Jul 01 11:29:20 GMT 2022","1540","","LoginTest","","LoginTest","loginTestFromDataSource","repetition 2 of 2","Sikeres bejelentkezés egy szöveges fájl sorozatos beolvasása segítségével."
"passed","Fri Jul 01 11:29:12 GMT 2022","Fri Jul 01 11:29:13 GMT 2022","842","","RegistrationTest","","RegistrationTest","registerTestFromDataSource","repetition 1 of 2","Sikeres regisztráció egy szöveges fájl sorozatos beolvasása segítségével"
"passed","Fri Jul 01 11:29:11 GMT 2022","Fri Jul 01 11:29:11 GMT 2022","931","","RegistrationTest","","RegistrationTest","registerTest","repetition 1 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:28:55 GMT 2022","Fri Jul 01 11:28:57 GMT 2022","1783","","ListingDataTest","","ListingDataTest","listDataTest","repetition 2 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó."
"passed","Fri Jul 01 11:29:06 GMT 2022","Fri Jul 01 11:29:08 GMT 2022","2138","","EditDataTest","","EditDataTest","editDataTest","repetition 1 of 2","Megváltoztatjuk a profiloldalunkon az adatokat."
"passed","Fri Jul 01 11:28:52 GMT 2022","Fri Jul 01 11:28:54 GMT 2022","1782","","ListingDataTest","","ListingDataTest","listDataTestWithLowerCase","repetition 2 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó,ha kisbetűvel is írjuk."
"passed","Fri Jul 01 11:29:11 GMT 2022","Fri Jul 01 11:29:12 GMT 2022","965","","RegistrationTest","","RegistrationTest","registerTest","repetition 2 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:29:26 GMT 2022","Fri Jul 01 11:29:28 GMT 2022","2564","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyClosingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot bezárjuk elfogadás nélkül"
"passed","Fri Jul 01 11:28:54 GMT 2022","Fri Jul 01 11:28:55 GMT 2022","1743","","ListingDataTest","","ListingDataTest","listDataTest","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó."
"passed","Fri Jul 01 11:29:23 GMT 2022","Fri Jul 01 11:29:26 GMT 2022","2563","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 2 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Fri Jul 01 11:29:13 GMT 2022","Fri Jul 01 11:29:14 GMT 2022","877","","RegistrationTest","","RegistrationTest","registerTestFromDataSource","repetition 2 of 2","Sikeres regisztráció egy szöveges fájl sorozatos beolvasása segítségével"
"passed","Fri Jul 01 11:29:20 GMT 2022","Fri Jul 01 11:29:23 GMT 2022","2669","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Fri Jul 01 11:28:57 GMT 2022","Fri Jul 01 11:29:03 GMT 2022","5616","","MultiPageListTest","","MultiPageListTest","paginationTest","repetition 1 of 1","Megszámoljuk hány blogbejegyzést tartalmaz az összes oldal."
"passed","Fri Jul 01 11:29:14 GMT 2022","Fri Jul 01 11:29:16 GMT 2022","1606","","LoginTest","","LoginTest","loginTest","repetition 1 of 2","Sikeres bejelentkezés tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:28:46 GMT 2022","Fri Jul 01 11:28:48 GMT 2022","1815","","ListingDataTest","","ListingDataTest","listDataTestWithWrongData","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük, hogy egy random választott szó nem szerepel-e benne."
"passed","Fri Jul 01 11:28:44 GMT 2022","Fri Jul 01 11:28:46 GMT 2022","2033","","DataDeletionTest","","DataDeletionTest","dataDeletionTest","repetition 2 of 2","Töröljük a profilunkat,ezáltal az összes adatunkat az oldalról."
"passed","Fri Jul 01 11:29:04 GMT 2022","Fri Jul 01 11:29:06 GMT 2022","1798","","LogoutTest","","LogoutTest","logoutTest","repetition 2 of 2","Kijelentkezünk a bejelentkezett oldalon."
